AvgSpotLen	BioSample	Experiment	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	cell_line	cell_type	disease_status	patient	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	gender
140	SAMN08144756	SRX3454449	2017-12-07	2	1	2018-04-20	SRR6358022	SRS2743148	GSM2879990	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
141	SAMN08144755	SRX3454450	2017-12-07	1	0	2018-04-20	SRR6358023	SRS2743149	GSM2879991	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
144	SAMN08144754	SRX3454451	2017-12-07	2	1	2018-04-20	SRR6358024	SRS2743150	GSM2879992	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144753	SRX3454452	2017-12-07	0	0	2018-04-20	SRR6358025	SRS2743151	GSM2879993	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144752	SRX3454453	2017-12-07	1	0	2018-04-20	SRR6358026	SRS2743152	GSM2879994	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
142	SAMN08144751	SRX3454454	2017-12-07	1	1	2018-04-20	SRR6358027	SRS2743153	GSM2879995	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
142	SAMN08144750	SRX3454455	2017-12-07	1	0	2018-04-20	SRR6358028	SRS2743154	GSM2879996	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
143	SAMN08144749	SRX3454456	2017-12-07	1	0	2018-04-20	SRR6358029	SRS2743155	GSM2879997	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
140	SAMN08144748	SRX3454457	2017-12-07	4	2	2018-04-20	SRR6358030	SRS2743156	GSM2879998	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
146	SAMN08144747	SRX3454458	2017-12-07	1	0	2018-04-20	SRR6358031	SRS2743158	GSM2879999	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
144	SAMN08144596	SRX3454459	2017-12-07	3	1	2018-04-20	SRR6358032	SRS2743157	GSM2880000	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144595	SRX3454460	2017-12-07	1	0	2018-04-20	SRR6358033	SRS2743159	GSM2880001	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08144594	SRX3454461	2017-12-07	3	1	2018-04-20	SRR6358034	SRS2743160	GSM2880002	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
141	SAMN08144593	SRX3454462	2017-12-07	0	0	2018-04-20	SRR6358035	SRS2743161	GSM2880003	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08144592	SRX3454463	2017-12-07	2	1	2018-04-20	SRR6358036	SRS2743163	GSM2880004	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144591	SRX3454464	2017-12-07	1	0	2018-04-20	SRR6358037	SRS2743162	GSM2880005	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
141	SAMN08144590	SRX3454465	2017-12-07	8	4	2018-04-20	SRR6358038	SRS2743164	GSM2880006	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
144	SAMN08144589	SRX3454466	2017-12-07	2	1	2018-04-20	SRR6358039	SRS2743165	GSM2880007	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
139	SAMN08144588	SRX3454467	2017-12-07	0	0	2018-04-20	SRR6358040	SRS2743166	GSM2880008	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
148	SAMN08144587	SRX3454468	2017-12-07	0	0	2018-04-20	SRR6358041	SRS2743167	GSM2880009	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08144586	SRX3454469	2017-12-07	0	0	2018-04-20	SRR6358042	SRS2743172	GSM2880010	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08144585	SRX3454470	2017-12-07	1	0	2018-04-20	SRR6358043	SRS2743169	GSM2880011	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
139	SAMN08144584	SRX3454471	2017-12-07	7	4	2018-04-20	SRR6358044	SRS2743170	GSM2880012	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
143	SAMN08144583	SRX3454472	2017-12-07	6	3	2018-04-20	SRR6358045	SRS2743168	GSM2880013	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144582	SRX3454473	2017-12-07	1	0	2018-04-20	SRR6358046	SRS2743171	GSM2880014	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08144581	SRX3454474	2017-12-07	4	2	2018-04-20	SRR6358047	SRS2743173	GSM2880015	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08144580	SRX3454475	2017-12-07	1	1	2018-04-20	SRR6358048	SRS2743174	GSM2880016	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08144579	SRX3454476	2017-12-07	3	1	2018-04-20	SRR6358049	SRS2743175	GSM2880017	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
141	SAMN08144578	SRX3454477	2017-12-07	11	5	2018-04-20	SRR6358050	SRS2743176	GSM2880018	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
139	SAMN08144577	SRX3454478	2017-12-07	8	4	2018-04-20	SRR6358051	SRS2743177	GSM2880019	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
146	SAMN08144576	SRX3454479	2017-12-07	0	0	2018-04-20	SRR6358052	SRS2743178	GSM2880020	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
141	SAMN08144575	SRX3454480	2017-12-07	4	2	2018-04-20	SRR6358053	SRS2743179	GSM2880021	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08144574	SRX3454481	2017-12-07	0	0	2018-04-20	SRR6358054	SRS2743180	GSM2880022	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
140	SAMN08144573	SRX3454482	2017-12-07	7	3	2018-04-20	SRR6358055	SRS2743182	GSM2880023	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08144572	SRX3454483	2017-12-07	1	1	2018-04-20	SRR6358056	SRS2743181	GSM2880024	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
146	SAMN08144571	SRX3454484	2017-12-07	0	0	2018-04-20	SRR6358057	SRS2743186	GSM2880025	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144570	SRX3454485	2017-12-07	1	0	2018-04-20	SRR6358058	SRS2743184	GSM2880026	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
149	SAMN08144569	SRX3454486	2017-12-07	1	0	2018-04-20	SRR6358059	SRS2743183	GSM2880027	Jurkat	single Jurkat T cell			Jurkat T cells	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08144312	SRX3454487	2017-12-07	49	20	2018-04-20	SRR6358092	SRS2743185	GSM2880060		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
121	SAMN08144311	SRX3454488	2017-12-07	13	5	2018-04-20	SRR6358093	SRS2743187	GSM2880061		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
132	SAMN08144310	SRX3454489	2017-12-07	399	162	2018-04-20	SRR6358094	SRS2743188	GSM2880062		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08144309	SRX3454490	2017-12-07	23	9	2018-04-20	SRR6358095	SRS2743191	GSM2880063		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08144308	SRX3454491	2017-12-07	372	151	2018-04-20	SRR6358096	SRS2743192	GSM2880064		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
124	SAMN08144307	SRX3454492	2017-12-07	33	13	2018-04-20	SRR6358097	SRS2743189	GSM2880065		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08144306	SRX3454493	2017-12-07	49	20	2018-04-20	SRR6358098	SRS2743190	GSM2880066		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144305	SRX3454494	2017-12-07	65	26	2018-04-20	SRR6358099	SRS2743193	GSM2880067		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
138	SAMN08144304	SRX3454495	2017-12-07	151	61	2018-04-20	SRR6358100	SRS2743194	GSM2880068		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08144303	SRX3454496	2017-12-07	318	129	2018-04-20	SRR6358101	SRS2743195	GSM2880069		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08144302	SRX3454497	2017-12-07	35	14	2018-04-20	SRR6358102	SRS2743197	GSM2880070		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08144301	SRX3454498	2017-12-07	10	4	2018-04-20	SRR6358103	SRS2743199	GSM2880071		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08144300	SRX3454499	2017-12-07	212	88	2018-04-20	SRR6358104	SRS2743196	GSM2880072		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08144299	SRX3454500	2017-12-07	207	83	2018-04-20	SRR6358105	SRS2743198	GSM2880073		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08144298	SRX3454501	2017-12-07	9	3	2018-04-20	SRR6358106	SRS2743203	GSM2880074		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144297	SRX3454502	2017-12-07	321	129	2018-04-20	SRR6358107	SRS2743252	GSM2880075		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08144296	SRX3454503	2017-12-07	12	5	2018-04-20	SRR6358108	SRS2743200	GSM2880076		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08144295	SRX3454504	2017-12-07	20	8	2018-04-20	SRR6358109	SRS2743202	GSM2880077		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08144638	SRX3454505	2017-12-07	91	37	2018-04-20	SRR6358110	SRS2743201	GSM2880078		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08144637	SRX3454506	2017-12-07	31	12	2018-04-20	SRR6358111	SRS2743204	GSM2880079		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
121	SAMN08144636	SRX3454507	2017-12-07	16	7	2018-04-20	SRR6358112	SRS2743205	GSM2880080		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08144635	SRX3454508	2017-12-07	55	22	2018-04-20	SRR6358113	SRS2743246	GSM2880081		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08144634	SRX3454509	2017-12-07	33	14	2018-04-20	SRR6358114	SRS2743206	GSM2880082		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08144633	SRX3454510	2017-12-07	18	7	2018-04-20	SRR6358115	SRS2743208	GSM2880083		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08144632	SRX3454511	2017-12-07	296	119	2018-04-20	SRR6358116	SRS2743207	GSM2880084		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08144631	SRX3454512	2017-12-07	40	16	2018-04-20	SRR6358117	SRS2743209	GSM2880085		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08144630	SRX3454513	2017-12-07	18	7	2018-04-20	SRR6358118	SRS2743211	GSM2880086		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
122	SAMN08144629	SRX3454514	2017-12-07	15	6	2018-04-20	SRR6358119	SRS2743212	GSM2880087		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144628	SRX3454515	2017-12-07	313	127	2018-04-20	SRR6358120	SRS2743210	GSM2880088		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
137	SAMN08144627	SRX3454516	2017-12-07	200	81	2018-04-20	SRR6358121	SRS2743214	GSM2880089		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08144342	SRX3454517	2017-12-07	18	7	2018-04-20	SRR6358122	SRS2743213	GSM2880090		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
135	SAMN08144341	SRX3454518	2017-12-07	130	52	2018-04-20	SRR6358123	SRS2743216	GSM2880091		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144340	SRX3454519	2017-12-07	335	136	2018-04-20	SRR6358124	SRS2743215	GSM2880092		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08144339	SRX3454520	2017-12-07	36	14	2018-04-20	SRR6358125	SRS2743217	GSM2880093		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08144338	SRX3454521	2017-12-07	15	6	2018-04-20	SRR6358126	SRS2743218	GSM2880094		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08144337	SRX3454522	2017-12-07	23	9	2018-04-20	SRR6358127	SRS2743219	GSM2880095		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144336	SRX3454523	2017-12-07	288	117	2018-04-20	SRR6358128	SRS2743220	GSM2880096		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08144335	SRX3454524	2017-12-07	140	56	2018-04-20	SRR6358129	SRS2743221	GSM2880097		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08144334	SRX3454525	2017-12-07	31	13	2018-04-20	SRR6358130	SRS2743222	GSM2880098		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
124	SAMN08144333	SRX3454526	2017-12-07	26	10	2018-04-20	SRR6358131	SRS2743223	GSM2880099		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08144332	SRX3454527	2017-12-07	33	14	2018-04-20	SRR6358132	SRS2743224	GSM2880100		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08144331	SRX3454528	2017-12-07	20	8	2018-04-20	SRR6358133	SRS2743225	GSM2880101		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08144330	SRX3454529	2017-12-07	36	15	2018-04-20	SRR6358134	SRS2743226	GSM2880102		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144329	SRX3454530	2017-12-07	308	124	2018-04-20	SRR6358135	SRS2743228	GSM2880103		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08144325	SRX3454531	2017-12-07	27	11	2018-04-20	SRR6358136	SRS2743227	GSM2880104		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08144324	SRX3454532	2017-12-07	13	5	2018-04-20	SRR6358137	SRS2743229	GSM2880105		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08144323	SRX3454533	2017-12-07	65	26	2018-04-20	SRR6358138	SRS2743230	GSM2880106		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
